img_file,mos,pred,plcc,-0.0056,srcc,-0.0051
dataset/output\10_4\chromatic_aberrations\1.jpg,1.0,0.030195608735084534
dataset/output\10_4\chromatic_aberrations\10.jpg,10.0,0.03581593558192253
dataset/output\10_4\chromatic_aberrations\2.jpg,2.0,0.053807422518730164
dataset/output\10_4\chromatic_aberrations\3.jpg,3.0,0.03571052849292755
dataset/output\10_4\chromatic_aberrations\4.jpg,4.0,0.055347125977277756
dataset/output\10_4\chromatic_aberrations\5.jpg,5.0,0.034927427768707275
dataset/output\10_4\chromatic_aberrations\6.jpg,6.0,0.047123685479164124
dataset/output\10_4\chromatic_aberrations\7.jpg,7.0,0.03280891105532646
dataset/output\10_4\chromatic_aberrations\8.jpg,8.0,0.011953076347708702
dataset/output\10_4\chromatic_aberrations\9.jpg,9.0,0.03502877056598663
dataset/output\10_4\color_inversion\1.jpg,1.0,0.04959160462021828
dataset/output\10_4\color_inversion\10.jpg,10.0,0.04051485285162926
dataset/output\10_4\color_inversion\2.jpg,2.0,0.04480336606502533
dataset/output\10_4\color_inversion\3.jpg,3.0,0.014202701859176159
dataset/output\10_4\color_inversion\4.jpg,4.0,0.018012244254350662
dataset/output\10_4\color_inversion\5.jpg,5.0,0.04473090544342995
dataset/output\10_4\color_inversion\6.jpg,6.0,0.04194755479693413
dataset/output\10_4\color_inversion\7.jpg,7.0,0.06786409765481949
dataset/output\10_4\color_inversion\8.jpg,8.0,0.04763204604387283
dataset/output\10_4\color_inversion\9.jpg,9.0,0.04903756082057953
dataset/output\10_4\color_quantization_with_dither\1.jpg,1.0,0.015783309936523438
dataset/output\10_4\color_quantization_with_dither\10.jpg,10.0,0.049558818340301514
dataset/output\10_4\color_quantization_with_dither\2.jpg,2.0,0.06755082309246063
dataset/output\10_4\color_quantization_with_dither\3.jpg,3.0,0.0391012541949749
dataset/output\10_4\color_quantization_with_dither\4.jpg,4.0,0.03221319243311882
dataset/output\10_4\color_quantization_with_dither\5.jpg,5.0,0.03456617891788483
dataset/output\10_4\color_quantization_with_dither\6.jpg,6.0,0.03932773321866989
dataset/output\10_4\color_quantization_with_dither\7.jpg,7.0,0.02845924347639084
dataset/output\10_4\color_quantization_with_dither\8.jpg,8.0,0.05981823056936264
dataset/output\10_4\color_quantization_with_dither\9.jpg,9.0,0.03883041813969612
dataset/output\10_4\color_saturation\1.jpg,1.0,0.03069666586816311
dataset/output\10_4\color_saturation\10.jpg,10.0,0.027292804792523384
dataset/output\10_4\color_saturation\2.jpg,2.0,0.0546887144446373
dataset/output\10_4\color_saturation\3.jpg,3.0,0.05551716312766075
dataset/output\10_4\color_saturation\4.jpg,4.0,0.06577934324741364
dataset/output\10_4\color_saturation\5.jpg,5.0,0.014834292232990265
dataset/output\10_4\color_saturation\6.jpg,6.0,0.04622500017285347
dataset/output\10_4\color_saturation\7.jpg,7.0,0.04055677726864815
dataset/output\10_4\color_saturation\8.jpg,8.0,0.03104294091463089
dataset/output\10_4\color_saturation\9.jpg,9.0,0.037485115230083466
dataset/output\10_4\contrast_change\1.jpg,1.0,0.027024995535612106
dataset/output\10_4\contrast_change\10.jpg,10.0,0.04264076426625252
dataset/output\10_4\contrast_change\2.jpg,2.0,0.03412039577960968
dataset/output\10_4\contrast_change\3.jpg,3.0,0.05077878385782242
dataset/output\10_4\contrast_change\4.jpg,4.0,0.03333697468042374
dataset/output\10_4\contrast_change\5.jpg,5.0,0.031924404203891754
dataset/output\10_4\contrast_change\6.jpg,6.0,0.027497125789523125
dataset/output\10_4\contrast_change\7.jpg,7.0,0.02797665446996689
dataset/output\10_4\contrast_change\8.jpg,8.0,0.060170166194438934
dataset/output\10_4\contrast_change\9.jpg,9.0,0.06373518705368042
dataset/output\10_4\gamma_curve_distortion\1.jpg,1.0,0.05632678419351578
dataset/output\10_4\gamma_curve_distortion\10.jpg,10.0,0.031514741480350494
dataset/output\10_4\gamma_curve_distortion\2.jpg,2.0,0.021233990788459778
dataset/output\10_4\gamma_curve_distortion\3.jpg,3.0,0.0005851220339536667
dataset/output\10_4\gamma_curve_distortion\4.jpg,4.0,0.02123401127755642
dataset/output\10_4\gamma_curve_distortion\5.jpg,5.0,0.020311953499913216
dataset/output\10_4\gamma_curve_distortion\6.jpg,6.0,0.022864244878292084
dataset/output\10_4\gamma_curve_distortion\7.jpg,7.0,0.05318314582109451
dataset/output\10_4\gamma_curve_distortion\8.jpg,8.0,0.01475770864635706
dataset/output\10_4\gamma_curve_distortion\9.jpg,9.0,0.011173874139785767
dataset/output\10_4\gaussian_blur\1.jpg,1.0,0.03824290633201599
dataset/output\10_4\gaussian_blur\10.jpg,10.0,0.05307302623987198
dataset/output\10_4\gaussian_blur\2.jpg,2.0,0.03695844113826752
dataset/output\10_4\gaussian_blur\3.jpg,3.0,0.03132162615656853
dataset/output\10_4\gaussian_blur\4.jpg,4.0,0.058623407036066055
dataset/output\10_4\gaussian_blur\5.jpg,5.0,0.014183331280946732
dataset/output\10_4\gaussian_blur\6.jpg,6.0,0.0435810349881649
dataset/output\10_4\gaussian_blur\7.jpg,7.0,0.04150790721178055
dataset/output\10_4\gaussian_blur\8.jpg,8.0,0.043916355818510056
dataset/output\10_4\gaussian_blur\9.jpg,9.0,0.046486761420965195
dataset/output\10_4\high_frequency_noise\1.jpg,1.0,0.058397240936756134
dataset/output\10_4\high_frequency_noise\10.jpg,10.0,0.029684411361813545
dataset/output\10_4\high_frequency_noise\2.jpg,2.0,0.07239693403244019
dataset/output\10_4\high_frequency_noise\3.jpg,3.0,0.02004677802324295
dataset/output\10_4\high_frequency_noise\4.jpg,4.0,0.01273319497704506
dataset/output\10_4\high_frequency_noise\5.jpg,5.0,0.053510215133428574
dataset/output\10_4\high_frequency_noise\6.jpg,6.0,0.048296067863702774
dataset/output\10_4\high_frequency_noise\7.jpg,7.0,0.0589996837079525
dataset/output\10_4\high_frequency_noise\8.jpg,8.0,0.05907490849494934
dataset/output\10_4\high_frequency_noise\9.jpg,9.0,0.05826373025774956
dataset/output\10_4\histogram_equalization\1.jpg,1.0,0.0330270417034626
dataset/output\10_4\histogram_equalization\10.jpg,10.0,0.05379386246204376
dataset/output\10_4\histogram_equalization\2.jpg,2.0,0.07917007058858871
dataset/output\10_4\histogram_equalization\3.jpg,3.0,0.043890830129384995
dataset/output\10_4\histogram_equalization\4.jpg,4.0,0.022878240793943405
dataset/output\10_4\histogram_equalization\5.jpg,5.0,0.035112541168928146
dataset/output\10_4\histogram_equalization\6.jpg,6.0,0.03843175619840622
dataset/output\10_4\histogram_equalization\7.jpg,7.0,0.023981815204024315
dataset/output\10_4\histogram_equalization\8.jpg,8.0,0.03414342179894447
dataset/output\10_4\histogram_equalization\9.jpg,9.0,0.0464133620262146
dataset/output\10_4\intensity_gain\1.jpg,1.0,0.05259700492024422
dataset/output\10_4\intensity_gain\10.jpg,10.0,0.00747707299888134
dataset/output\10_4\intensity_gain\2.jpg,2.0,0.042055342346429825
dataset/output\10_4\intensity_gain\3.jpg,3.0,0.034133393317461014
dataset/output\10_4\intensity_gain\4.jpg,4.0,0.028976205736398697
dataset/output\10_4\intensity_gain\5.jpg,5.0,0.022607600316405296
dataset/output\10_4\intensity_gain\6.jpg,6.0,0.021574100479483604
dataset/output\10_4\intensity_gain\7.jpg,7.0,0.028224850073456764
dataset/output\10_4\intensity_gain\8.jpg,8.0,0.06514256447553635
dataset/output\10_4\intensity_gain\9.jpg,9.0,0.041375815868377686
dataset/output\10_4\jpeg_compression\1.jpg,1.0,0.042795754969120026
dataset/output\10_4\jpeg_compression\10.jpg,10.0,0.02213836833834648
dataset/output\10_4\jpeg_compression\2.jpg,2.0,0.031059052795171738
dataset/output\10_4\jpeg_compression\3.jpg,3.0,0.03928626328706741
dataset/output\10_4\jpeg_compression\4.jpg,4.0,0.03751499578356743
dataset/output\10_4\jpeg_compression\5.jpg,5.0,0.005417982116341591
dataset/output\10_4\jpeg_compression\6.jpg,6.0,0.027452519163489342
dataset/output\10_4\jpeg_compression\7.jpg,7.0,0.05211561173200607
dataset/output\10_4\jpeg_compression\8.jpg,8.0,0.04071421176195145
dataset/output\10_4\jpeg_compression\9.jpg,9.0,0.025906847789883614
dataset/output\10_4\masked_noise\1.jpg,1.0,0.01475770864635706
dataset/output\10_4\masked_noise\10.jpg,10.0,0.03436506539583206
dataset/output\10_4\masked_noise\2.jpg,2.0,0.06557263433933258
dataset/output\10_4\masked_noise\3.jpg,3.0,0.03603716939687729
dataset/output\10_4\masked_noise\4.jpg,4.0,0.02868388593196869
dataset/output\10_4\masked_noise\5.jpg,5.0,0.014976294711232185
dataset/output\10_4\masked_noise\6.jpg,6.0,0.05652759596705437
dataset/output\10_4\masked_noise\7.jpg,7.0,0.029124220833182335
dataset/output\10_4\masked_noise\8.jpg,8.0,0.04104001075029373
dataset/output\10_4\masked_noise\9.jpg,9.0,0.059606097638607025
dataset/output\10_4\mean_shift\1.jpg,1.0,0.03599729761481285
dataset/output\10_4\mean_shift\10.jpg,10.0,0.008661158382892609
dataset/output\10_4\mean_shift\2.jpg,2.0,0.047703567892313004
dataset/output\10_4\mean_shift\3.jpg,3.0,0.03710509091615677
dataset/output\10_4\mean_shift\4.jpg,4.0,0.035961829125881195
dataset/output\10_4\mean_shift\5.jpg,5.0,0.04033563286066055
dataset/output\10_4\mean_shift\6.jpg,6.0,0.04710356146097183
dataset/output\10_4\mean_shift\7.jpg,7.0,0.04953083023428917
dataset/output\10_4\mean_shift\8.jpg,8.0,0.04716192185878754
dataset/output\10_4\mean_shift\9.jpg,9.0,0.02245986834168434
dataset/output\10_4\vibrance_distortion\1.jpg,1.0,0.03867354989051819
dataset/output\10_4\vibrance_distortion\10.jpg,10.0,0.04887741059064865
dataset/output\10_4\vibrance_distortion\2.jpg,2.0,0.042168185114860535
dataset/output\10_4\vibrance_distortion\3.jpg,3.0,0.07366152852773666
dataset/output\10_4\vibrance_distortion\4.jpg,4.0,0.047491274774074554
dataset/output\10_4\vibrance_distortion\5.jpg,5.0,0.030455447733402252
dataset/output\10_4\vibrance_distortion\6.jpg,6.0,0.040661804378032684
dataset/output\10_4\vibrance_distortion\7.jpg,7.0,0.0376591682434082
dataset/output\10_4\vibrance_distortion\8.jpg,8.0,0.04477812722325325
dataset/output\10_4\vibrance_distortion\9.jpg,9.0,0.04288619011640549
dataset/output\10_4\white_balance_distortion\1.jpg,1.0,0.054090000689029694
dataset/output\10_4\white_balance_distortion\10.jpg,10.0,0.002048525959253311
dataset/output\10_4\white_balance_distortion\2.jpg,2.0,0.037922315299510956
dataset/output\10_4\white_balance_distortion\3.jpg,3.0,0.02868400514125824
dataset/output\10_4\white_balance_distortion\4.jpg,4.0,0.042994119226932526
dataset/output\10_4\white_balance_distortion\5.jpg,5.0,0.03948348015546799
dataset/output\10_4\white_balance_distortion\6.jpg,6.0,0.03360725939273834
dataset/output\10_4\white_balance_distortion\7.jpg,7.0,0.03280891105532646
dataset/output\10_4\white_balance_distortion\8.jpg,8.0,0.028495920822024345
dataset/output\10_4\white_balance_distortion\9.jpg,9.0,0.06255209445953369
dataset/output\11_1\chromatic_aberrations\1.jpg,1.0,0.033783648163080215
dataset/output\11_1\chromatic_aberrations\10.jpg,10.0,0.05234421044588089
dataset/output\11_1\chromatic_aberrations\2.jpg,2.0,0.04363995045423508
dataset/output\11_1\chromatic_aberrations\3.jpg,3.0,0.021251944825053215
dataset/output\11_1\chromatic_aberrations\4.jpg,4.0,0.033379968255758286
dataset/output\11_1\chromatic_aberrations\5.jpg,5.0,0.0004339730367064476
dataset/output\11_1\chromatic_aberrations\6.jpg,6.0,0.03806167095899582
dataset/output\11_1\chromatic_aberrations\7.jpg,7.0,0.08335860073566437
dataset/output\11_1\chromatic_aberrations\8.jpg,8.0,0.024543238803744316
dataset/output\11_1\chromatic_aberrations\9.jpg,9.0,0.0340394489467144
dataset/output\11_1\color_inversion\1.jpg,1.0,0.042831964790821075
dataset/output\11_1\color_inversion\10.jpg,10.0,0.03475619852542877
dataset/output\11_1\color_inversion\2.jpg,2.0,0.03426213935017586
dataset/output\11_1\color_inversion\3.jpg,3.0,0.0334167554974556
dataset/output\11_1\color_inversion\4.jpg,4.0,0.043846577405929565
dataset/output\11_1\color_inversion\5.jpg,5.0,0.03061809577047825
dataset/output\11_1\color_inversion\6.jpg,6.0,0.04157301038503647
dataset/output\11_1\color_inversion\7.jpg,7.0,0.028826508671045303
dataset/output\11_1\color_inversion\8.jpg,8.0,0.0346028208732605
dataset/output\11_1\color_inversion\9.jpg,9.0,0.0484137162566185
dataset/output\11_1\color_quantization_with_dither\1.jpg,1.0,0.08710530400276184
dataset/output\11_1\color_quantization_with_dither\10.jpg,10.0,0.0010893307626247406
dataset/output\11_1\color_quantization_with_dither\2.jpg,2.0,0.046528369188308716
dataset/output\11_1\color_quantization_with_dither\3.jpg,3.0,0.020420238375663757
dataset/output\11_1\color_quantization_with_dither\4.jpg,4.0,0.018602542579174042
dataset/output\11_1\color_quantization_with_dither\5.jpg,5.0,0.03584679588675499
dataset/output\11_1\color_quantization_with_dither\6.jpg,6.0,0.05174589157104492
dataset/output\11_1\color_quantization_with_dither\7.jpg,7.0,0.035542793571949005
dataset/output\11_1\color_quantization_with_dither\8.jpg,8.0,0.03747359290719032
dataset/output\11_1\color_quantization_with_dither\9.jpg,9.0,0.050757355988025665
dataset/output\11_1\color_saturation\1.jpg,1.0,0.0030449796468019485
dataset/output\11_1\color_saturation\10.jpg,10.0,0.04339495673775673
dataset/output\11_1\color_saturation\2.jpg,2.0,0.05786791443824768
dataset/output\11_1\color_saturation\3.jpg,3.0,0.031143035739660263
dataset/output\11_1\color_saturation\4.jpg,4.0,0.048591889441013336
dataset/output\11_1\color_saturation\5.jpg,5.0,0.029441270977258682
dataset/output\11_1\color_saturation\6.jpg,6.0,0.06426670402288437
dataset/output\11_1\color_saturation\7.jpg,7.0,0.028931114822626114
